author_a,author_b,author_a_name,author_b_name,papers_shared,weight_frac,both_faculty
cutler_davidm_01,huckman_roberts_01,David M. Cutler,Robert S. Huckman,7,3.291667,false
cutler_davidm_01,keating_nancyl_01,David M. Cutler,Nancy L. Keating,7,1.959524,false
dell_melissa_01,silcock_emily_01,Melissa Dell,Emily Silcock,7,2.461111,false
delong_jbradford_01,shleifer_andrei_01,J.Bradford DeLong,Andrei Shleifer,7,4.333333,false
diamond_rebecca_03,mcquade_timothyj_01,Rebecca Diamond,Timothy J McQuade,7,3.583333,false
duflo_esther_01,jackson_matthewo_02,Esther Duflo),Matthew O. Jackson,7,1.750000,false
economics_theoretical_10,wolitzky_alexander_01,Theoretical Economics,Alexander Wolitzky,7,3.500000,false
edmans_x_01,gabaix_xavier_01,Edmans,Xavier Gabaix,7,5.333333,false
freese_jeremy_01,laibson_david_01,Jeremy Freese,David Laibson,7,0.273260,false
freese_jeremy_01,magnusson_patrikke_01,Jeremy Freese,Patrik K. E. Magnusson,7,0.273260,false
gennaioli_nicola_01,laporta_rafael_01,Nicola Gennaioli,Rafael LaPorta,7,2.250000,false
ghosh_kaushik_01,rosen_allisonb_02,Kaushik Ghosh,Allison B. Rosen,7,1.219444,false
glaeser_edwardl_01,laibson_david_01,Edward L. Glaeser,David Laibson,7,2.000000,true
hendren_nathaniel_01,summary_executive_01,Nathaniel Hendren,Executive Summary,7,3.583333,false
itskhoki_oleg_01,redding_stephenj_01,Oleg Itskhoki,Stephen J. Redding,7,2.916667,false
johannesson_magnus_01,koellinger_philippd_01,Magnus Johannesson,Philipp D. Koellinger,7,0.250237,false
johannesson_magnus_01,visscher_peterm_01,Magnus Johannesson,Peter M. Visscher,7,0.298644,false
katz_lawrencef_01,miller_cynthia_03,Lawrence F. Katz,Cynthia Miller,7,1.750000,false
koellinger_philippd_01,magnusson_patrikke_01,Philipp D. Koellinger,Patrik K. E. Magnusson,7,0.233200,false
laibson_david_01,okbay_aysu_02,David Laibson,Aysu Okbay,7,0.806032,false
makhdoumi_ali_01,malekian_azarakhsh_01,Ali Makhdoumi,Azarakhsh Malekian,7,2.250000,false
makhdoumi_ali_01,ozdaglar_asumane_01,Ali Makhdoumi,Asuman E. Ozdaglar,7,2.250000,false
meyer_michellen_04,turley_patrick_01,Michelle N. Meyer,Patrick Turley,7,0.426534,false
mullainathan_sendhil_01,rambachan_ashesh_01,Sendhil Mullainathan,Ashesh Rambachan,7,3.416667,true
murphy_kevin_01,vishny_robert_01,Kevin Murphy,Robert Vishny,7,3.500000,false
rognlie_matthew_01,straub_ludwig_01,Matthew Rognlie,Ludwig Straub,7,2.833333,false
acemoglu_daron_01,aghion_philippe_01,Daron Acemoglu,Philippe Aghion,6,2.250000,false
acemoglu_daron_01,golosov_michael_01,Daron Acemoglu,Michael Golosov,6,2.833333,false
acemoglu_daron_01,tahbazsalehi_alireza_01,Daron Acemoglu,Alireza Tahbaz-Salehi,6,3.166667,false
acemoglu_daron_01,tsyvinski_aleh_01,Daron Acemoglu,Aleh Tsyvinski,6,2.833333,false
acemoglu_daron_01,wolitzky_alexander_01,Daron Acemoglu,Alexander Wolitzky,6,6.000000,true
alatas_vivi_01,banerjee_abhijitv_02,Vivi Alatas,Abhijit V. Banerjee,6,1.342857,false
alatas_vivi_01,olken_benjamina_01,Vivi Alatas,Benjamin A. Olken,6,1.209524,false
alsan_marcella_03,goldsmithpinkham_paul_01,Marcella Alsan,Paul Goldsmith-Pinkham,6,0.570370,false
andrews_isaiah_02,mikusheva_anna_01,Isaiah Andrews,Anna Mikusheva,6,4.500000,true
andrews_isaiah_02,shapiro_jessem_03,Isaiah Andrews,Jesse M. Shapiro,6,3.750000,true
angrist_joshuad_01,dynarski_susanm_02,Joshua D. Angrist,Susan M. Dynarski,6,1.416667,false
antras_pol_01,chor_davin_01,Pol Antràs,Davin Chor,6,4.666667,false
atkin_david_01,khandelwal_amit_01,David Atkin,Amit Khandelwal,6,2.700000,false
ball_ian_01,kattwinkel_deniz_01,Ian Ball,Deniz Kattwinkel,6,5.000000,false
banerjee_abhijitv_02,kinnan_cynthia_01,Abhijit V. Banerjee,Cynthia Kinnan,6,1.566667,false
banerjee_abhijitv_02,mullainathan_sendhil_01,Abhijit V. Banerjee,Sendhil Mullainathan,6,4.333333,true
barberis_nicholas_01,shleifer_andrei_01,Nicholas Barberis,Andrei Shleifer,6,3.000000,false
barro_robert_02,ursua_jf_01,Robert Barro,J.F. Ursua,6,4.833333,false
barth_erling_01,davis_jamesc_01,Erling Barth,James C. Davis,6,2.166667,false
barth_erling_01,freeman_richardb_01,Erling Barth,Richard B. Freeman,6,2.166667,false
beauchamp_jonathanp_01,chabris_christopherf_01,Jonathan P. Beauchamp,Christopher F. Chabris,6,0.679325,false
beauchamp_jonathanp_01,freese_jeremy_01,Jonathan P. Beauchamp,Jeremy Freese,6,0.253260,false
belloni_a_01,hansen_christian_01,A. Belloni,Christian Hansen,6,2.416667,false
benjamin_danielj_01,freese_jeremy_01,Daniel J. Benjamin,Jeremy Freese,6,0.246944,false
bergeron_augustin_01,tourek_gabriel_01,Augustin Bergeron,Gabriel Tourek,6,2.000000,false
borjas_georgej_01,freeman_richardb_01,George J. Borjas,Richard B. Freeman,6,4.000000,false
boz_emine_01,gopinath_gita_01,Emine Boz,Gita Gopinath,6,1.866667,false
brancaccio_giulia_01,kalouptsidi_myrto_01,Giulia Brancaccio,Myrto Kalouptsidi,6,2.833333,false
brancaccio_giulia_01,papageorgiou_theodore_01,Giulia Brancaccio,Theodore Papageorgiou,6,2.833333,false
breza_emily_02,kinnan_cynthia_01,Emily Breza,Cynthia Kinnan,6,2.233333,false
caballero_ricardo_01,gourinchas_pierreolivier_01,Ricardo Caballero,Pierre-Olivier Gourinchas,6,3.000000,false
campbell_johny_03,cocco_joaof_01,John Y. Campbell,Joao F. Cocco,6,4.000000,false
campbell_johny_03,mankiw_ngregory_01,John Y. Campbell,N. Gregory Mankiw,6,6.000000,true
cesarini_david_01,oskarsson_sven_01,David Cesarini,Sven Oskarsson,6,0.181607,false
chabris_christopherf_01,johannesson_magnus_01,Christopher F. Chabris,Magnus Johannesson,6,0.343134,false
chabris_christopherf_01,magnusson_patrikke_01,Christopher F. Chabris,Patrik K. E. Magnusson,6,0.343134,false
chandrasekhar_arung_02,goldsmithpinkham_paul_01,Arun G. Chandrasekhar,Paul Goldsmith-Pinkham,6,0.456335,false
chandrasekhar_arung_02,jackson_matthewo_02,Arun G. Chandrasekhar,Matthew O. Jackson,6,1.500000,false
chen_xi_10,tamer_elie_01,Xi Chen,Elie Tamer,6,3.000000,false
chetty_raj_01,porter_sonyar_03,Raj Chetty,Sonya R. Porter,6,1.400000,false
congdon_williamj_01,mullainathan_sendhil_01,William J. Congdon,Sendhil Mullainathan,6,2.666667,false
costinot_arnaud_01,rodriguezclare_a_01,Arnaud Costinot,A. Rodriguez-Clare,6,3.666667,false
cutler_davidm_01,obermeyer_ziad_01,David M. Cutler,Ziad Obermeyer),6,1.450000,false
cutler_davidm_01,raghunathan_trivelloree_01,David M. Cutler,Trivellore E. Raghunathan,6,1.136111,false
cutler_davidm_01,sheiner_louise_01,David M. Cutler,Louise Sheiner,6,5.333333,false
cutler_davidm_01,weinstein_miltonc_03,David M. Cutler,Milton C. Weinstein,6,1.325000,false
davis_jamesc_01,freeman_richardb_01,James C. Davis,Richard B. Freeman,6,2.166667,false
delong_jbradford_01,summers_lawrenceh_01,J.Bradford DeLong,Lawrence H. Summers,6,3.333333,false
djankov_simeon_01,laporta_rafael_01,Simeon Djankov,Rafael LaPorta,6,1.833333,false
djankov_simeon_01,lopezdesilanes_florencio_01,Simeon Djankov,Florencio Lopez-de-Silanes,6,1.833333,false
dobbie_will_01,fryer_roland_01,Will Dobbie,Roland Fryer,6,6.000000,false
duflo_esther_01,goldsmithpinkham_paul_01,Esther Duflo),Paul Goldsmith-Pinkham,6,0.456335,false
duflo_esther_01,kinnan_cynthia_01,Esther Duflo),Cynthia Kinnan,6,1.566667,false
duflo_esther_01,sharma_garima_02,Esther Duflo),Garima Sharma,6,1.285714,false
dynarski_susanm_02,pathak_paraga_01,Susan M. Dynarski,Parag A. Pathak,6,1.416667,false
farhi_emmanuel_01,gourinchas_pierreolivier_01,Emmanuel Farhi,Pierre-Olivier Gourinchas,6,3.000000,false
fernandezval_ivan_01,newey_whitneyk_02,Iván Fernández-Val,Whitney K. Newey,6,1.983333,false
freeman_richardb_01,huang_wei_04,Richard B. Freeman,Wei Huang,6,5.500000,false
freeman_richardb_01,xie_qingnan_02,Richard B. Freeman,Qingnan Xie,6,6.000000,false
freese_jeremy_01,johannesson_magnus_01,Jeremy Freese,Magnus Johannesson,6,0.253260,false
fudenberg_drew_01,maskin_erics_01,Drew Fudenberg,Eric S. Maskin,6,5.000000,true
gabaix_xavier_01,koijen_ralphsj_02,Xavier Gabaix,Ralph S. J. Koijen,6,3.250000,false
ghironi_fabio_01,melitz_marc_01,Fabio Ghironi,Marc Melitz,6,4.000000,false
ghosh_kaushik_01,raghunathan_trivelloree_01,Kaushik Ghosh,Trivellore E. Raghunathan,6,1.136111,false
ghosh_kaushik_01,stewart_susant_04,Kaushik Ghosh,Susan T. Stewart,6,1.136111,false
goldsmithpinkham_paul_01,olken_benjamina_01,Paul Goldsmith-Pinkham,Benjamin A. Olken,6,0.570370,false
golosov_michael_01,tsyvinski_aleh_01,Michael Golosov,Aleh Tsyvinski,6,2.833333,false
harvey_andrew_01,shephard_neil_02,Andrew Harvey,Neil Shephard,6,4.333333,false
hendren_nathaniel_01,version_publishers_02,Nathaniel Hendren,Publisher's  Version,6,2.250000,false
herrnstein_rj_01,prelec_drazen_01,R.J. Herrnstein,Drazen Prelec,6,5.333333,false
ho_kate_03,lee_robin_07,Kate Ho,Robin Lee,6,5.500000,false
hong_harrison_01,tamer_elie_01,Harrison Hong,Elie Tamer,6,4.500000,false
hull_peterd_01,pathak_paraga_01,Peter D. Hull,Parag A. Pathak,6,1.916667,false
hull_peterd_01,walters_christopherr_01,Peter D. Hull,Christopher R. Walters,6,2.083333,false
kalouptsidi_myrto_01,papageorgiou_theodore_01,Myrto Kalouptsidi,Theodore Papageorgiou,6,2.833333,false
katz_lawrencef_01,summers_lawrenceh_01,Lawrence F. Katz,Lawrence H. Summers,6,5.333333,true
kling_jeffreyr_01,mullainathan_sendhil_01,Jeffrey R. Kling,Sendhil Mullainathan,6,2.416667,false
koellinger_philippd_01,meyer_michellen_04,Philipp D. Koellinger,Michelle N. Meyer,6,0.130237,false
koellinger_philippd_01,visscher_peterm_01,Philipp D. Koellinger,Peter M. Visscher,6,0.239821,false
koszegi_botond_01,rabin_matthew_01,Botond Koszegi,Matthew Rabin,6,6.000000,false
laibson_david_01,lee_jamesj_05,David Laibson,James J. Lee,6,0.501071,false
laibson_david_01,milkman_katherinel_01,David Laibson,Katherine L. Milkman,6,1.295478,false
laibson_david_01,oskarsson_sven_01,David Laibson,Sven Oskarsson,6,0.181607,false
lakonishok_josef_01,shleifer_andrei_01,Josef Lakonishok,Andrei Shleifer,6,2.666667,false
lakonishok_josef_01,vishny_robert_01,Josef Lakonishok,Robert Vishny,6,2.666667,false
lumsdaine_robin_01,stock_james_01,Robin Lumsdaine,James Stock,6,3.000000,false
magnusson_patrikke_01,oskarsson_sven_01,Patrik K. E. Magnusson,Sven Oskarsson,6,0.181607,false
magnusson_patrikke_01,turley_patrick_01,Patrik K. E. Magnusson,Patrick Turley,6,0.152024,false
magnusson_patrikke_01,visscher_peterm_01,Patrik K. E. Magnusson,Peter M. Visscher,6,0.261607,false
maskin_erics_01,sen_amartya_01,Eric S. Maskin,Amartya Sen,6,6.000000,true
mullainathan_sendhil_01,shah_anujk_02,Sendhil Mullainathan,Anuj K. Shah,6,2.500000,false
pathak_paraga_01,roth_alvine_01,Parag A. Pathak,Alvin E. Roth,6,2.416667,false
pitt_michael_01,shephard_neil_02,Michael Pitt,Neil Shephard,6,6.000000,false
raghunathan_trivelloree_01,stewart_susant_04,Trivellore E. Raghunathan,Susan T. Stewart,6,1.136111,false
rao_gautam_02,schilbach_frank_01,Gautam Rao,Frank Schilbach,6,1.375000,false
shephard_neil_02,sheppard_kevin_01,Neil Shephard,Kevin Sheppard,6,3.500000,false
shleifer_andrei_01,waldmann_robertj_01,Andrei Shleifer,Robert J. Waldmann,6,2.000000,false
stock_james_01,wise_davida_01,James Stock,David A. Wise,6,4.000000,false
summers_lawrenceh_01,waldmann_robertj_01,Lawrence H. Summers,Robert J. Waldmann,6,2.000000,false
tourek_gabriel_01,weigel_jonathan_01,Gabriel Tourek,Jonathan Weigel,6,2.000000,false
2001_x_01,gruber_jonathan_01,2001,Jonathan Gruber,5,0.958333,false
2007_volume1oxfordelsevierscience_01,gruber_jonathan_01,Volume 1. Oxford: Elsevier Science. 2007.,Jonathan Gruber,5,0.909524,false
abdulkadiroglu_atila_01,roth_alvine_01,Atila Abdulkadiroğlu,Alvin E. Roth,5,1.916667,false
acemoglu_daron_01,pischke_jornsteffen_01,Daron Acemoglu,Jorn-Steffen Pischke,5,5.000000,false
acemoglu_daron_01,simsek_alp_01,Daron Acemoglu,Alp Simsek,5,2.833333,false
acemoglu_daron_01,yared_pierre_01,Daron Acemoglu,Pierre Yared,5,2.333333,false
agarwal_nikhil_02,somaini_paulo_01,Nikhil Agarwal,Paulo Somaini,5,1.726190,false
akbarpour_mohammad_01,li_shengwu_17,Mohammad Akbarpour,Shengwu Li,5,2.333333,false
akcigit_ufuk_01,stantcheva_stefanie_01,Ufuk Akcigit,Stefanie Stantcheva,5,2.583333,false
alatas_vivi_01,hanna_rema_01,Vivi Alatas,Rema Hanna,5,1.176190,false
alatas_withvivi_02,olken_benjamina_01,with Vivi Alatas,Benjamin A. Olken,5,1.092857,false
alesina_alberto_01,stantcheva_stefanie_01,Alberto Alesina,Stefanie Stantcheva,5,2.500000,false
alsan_marcella_03,stantcheva_stefanie_01,Marcella Alsan,Stefanie Stantcheva,5,1.433333,false
anand_sudhir_01,sen_amartya_01,Sudhir Anand,Amartya Sen,5,5.000000,false
andrews_withisaiah_03,mikusheva_anna_01,with Isaiah Andrews,Anna Mikusheva,5,3.500000,false
angrist_joshuad_01,chen_staceyh_09,Joshua D. Angrist,Stacey H. Chen,5,3.500000,false
athey_susan_01,imbens_guidow_01,Susan Athey,Guido W. Imbens,5,1.833333,false
banerjee_abhijitv_02,chattopadhyay_raghabendra_01,Abhijit V. Banerjee,Raghabendra Chattopadhyay,5,1.333333,false
banerjee_abhijitv_02,eichmeyer_sarah_01,Abhijit V. Banerjee,Sarah Eichmeyer,5,0.335965,false
banerjee_abhijitv_02,karlan_dean_01,Abhijit V. Banerjee,Dean Karlan,5,1.375000,false
banerjee_abhijitv_02,ogbunwobodo_lucy_01,Abhijit V. Banerjee,Lucy Ogbu-Nwobodo,5,0.335965,false
banerjee_abhijitv_02,pande_rohini_01,Abhijit V. Banerjee,Rohini Pande,5,2.166667,false
banerjee_abhijitv_02,sharma_garima_02,Abhijit V. Banerjee,Garima Sharma,5,1.119048,false
banerjee_abhijitv_02,stanford_fatimacody_01,Abhijit V. Banerjee,Fatima Cody Stanford,5,0.335965,false
banerjee_abhijitv_02,vautrey_pierreluc_01,Abhijit V. Banerjee,Pierre-Luc Vautrey),5,0.335965,false
banerjee_withabhijit_04,duflo_esther_01,with Abhijit Banerjee,Esther Duflo),5,1.092857,false
banerjee_withabhijit_04,sumarto_sudarno_01,with Abhijit Banerjee,Sudarno Sumarto,5,1.066667,false
barndorffnielsen_olee_01,lunde_asger_01,Ole E. Barndorff-Nielsen,Asger Lunde,5,1.666667,false
benjamin_danielj_01,lee_jamesj_05,Daniel J. Benjamin,James J. Lee,5,0.474756,false
benjamin_danielj_01,oskarsson_sven_01,Daniel J. Benjamin,Sven Oskarsson,5,0.155291,false
bergemann_dirk_01,heumann_tibor_01,Dirk Bergemann,Tibor Heumann,5,2.250000,false
berry_steven_03,pakes_ariel_01,Steven Berry,Ariel Pakes,5,2.833333,false
bertola_giuseppe_01,caballero_ricardo_01,Giuseppe Bertola,Ricardo Caballero,5,5.000000,false
beshears_john_01,milkman_katherinel_01,John Beshears,Katherine L. Milkman,5,0.795478,false
bilbiie_florino_01,melitz_marc_01,Florin O. Bilbiie,Marc Melitz,5,3.000000,false
boycko_maxim_01,vishny_robert_01,Maxim Boycko,Robert Vishny,5,2.500000,false
breza_emily_02,eichmeyer_sarah_01,Emily Breza,Sarah Eichmeyer,5,0.335965,false
breza_emily_02,ogbunwobodo_lucy_01,Emily Breza,Lucy Ogbu-Nwobodo,5,0.335965,false
breza_emily_02,stanford_fatimacody_01,Emily Breza,Fatima Cody Stanford,5,0.335965,false
breza_emily_02,vautrey_pierreluc_01,Emily Breza,Pierre-Luc Vautrey),5,0.335965,false
caballero_ricardo_01,lyons_rk_01,Ricardo Caballero,R.K. Lyons,5,4.500000,false
cantoni_davide_01,yang_davidy_03,Davide Cantoni,David Y. Yang,5,1.416667,false
cantoni_davide_01,yuchtman_noam_01,Davide Cantoni,Noam Yuchtman,5,1.416667,false
cesarini_david_01,conley_daltonc_01,David Cesarini,Dalton C. Conley,5,0.216011,false
cesarini_david_01,lee_jamesj_05,David Cesarini,James J. Lee,5,0.358214,false
cesarini_david_01,okbay_aysu_02,David Cesarini,Aysu Okbay,5,0.139366,false
chandrasekhar_arung_02,eichmeyer_sarah_01,Arun G. Chandrasekhar,Sarah Eichmeyer,5,0.335965,false
chandrasekhar_arung_02,ogbunwobodo_lucy_01,Arun G. Chandrasekhar,Lucy Ogbu-Nwobodo,5,0.335965,false
chandrasekhar_arung_02,stanford_fatimacody_01,Arun G. Chandrasekhar,Fatima Cody Stanford,5,0.335965,false
chandrasekhar_arung_02,vautrey_pierreluc_01,Arun G. Chandrasekhar,Pierre-Luc Vautrey),5,0.335965,false
chernozhukov_victor_01,duflo_esther_01,Victor Chernozhukov,Esther Duflo),5,1.100000,false
chernozhukov_victor_01,hong_harrison_01,Victor Chernozhukov,Harrison Hong,5,4.000000,false
chernozhukov_victor_01,melly_blaise_01,Victor Chernozhukov,Blaise Melly,5,2.166667,false
chernozhukov_victor_01,schrimpf_p_02,Victor Chernozhukov,P. Schrimpf,5,2.333333,false
chernozhukov_victor_01,semenova_vira_01,Victor Chernozhukov,Vira Semenova,5,2.400000,false
chetty_raj_01,katz_lawrencef_01,Raj Chetty,Lawrence F. Katz,5,1.266667,true
chi_wei_01,freeman_richardb_01,Wei Chi,Richard B. Freeman,5,2.500000,false
chib_siddhartha_01,shephard_neil_02,Siddhartha Chib,Neil Shephard,5,2.333333,false
chien_alynat_01,cutler_davidm_01,Alyna T. Chien,David M. Cutler,5,0.852381,false
choi_jamesj_01,milkman_katherinel_01,James J.Choi,Katherine L. Milkman,5,0.795478,false
choi_jamesj_01,wise_davida_01,James J.Choi,David A. Wise,5,1.333333,false
clark_kimb_05,summers_lawrenceh_01,Kim B. Clark,Lawrence H. Summers,5,5.000000,false
cohen_jonathand_02,laibson_david_01,Jonathan D. Cohen,David Laibson,5,1.500000,false
conley_daltonc_01,johannesson_magnus_01,Dalton C. Conley,Magnus Johannesson,5,0.216011,false
conley_daltonc_01,koellinger_philippd_01,Dalton C. Conley,Philipp D. Koellinger,5,0.216011,false
conley_daltonc_01,laibson_david_01,Dalton C. Conley,David Laibson,5,0.216011,false
conley_daltonc_01,visscher_peterm_01,Dalton C. Conley,Peter M. Visscher,5,0.216011,false
costinot_arnaud_01,werning_ivan_02,Arnaud Costinot,Iván Werning,5,3.333333,true
cutler_davidm_01,frank_richardg_03,David M. Cutler,Richard G. Frank,5,1.376190,false
cutler_davidm_01,llerasmuney_adriana_01,David M. Cutler,Adriana Lleras-Muney,5,4.000000,false
cutler_davidm_01,messer_kassandral_01,David M. Cutler,Kassandra L. Messer,5,0.802778,false
cutler_davidm_01,poterba_jamesm_02,David M. Cutler,James M. Poterba,5,2.333333,true
cutler_davidm_01,vigdor_jacob_02,David M. Cutler,Jacob Vigdor,5,2.500000,false
cutler_davidm_01,wilson_michael_02,David M. Cutler,Michael Wilson,5,2.000000,false
dell_melissa_01,shen_zejiang_05,Melissa Dell,Zejiang Shen,5,1.394444,false
deming_davidj_01,weidmann_ben_01,David J. Deming,Ben Weidmann,5,2.142857,false
dewatripont_mathias_01,maskin_erics_01,Mathias Dewatripont,Eric S. Maskin,5,3.833333,false
doornik_jurgen_01,shephard_neil_02,Jurgen Doornik,Neil Shephard,5,2.333333,false
duflo_esther_01,eichmeyer_sarah_01,Esther Duflo),Sarah Eichmeyer,5,0.335965,false
duflo_esther_01,grela_erin_01,Esther Duflo),Erin Grela,5,0.785714,false
duflo_esther_01,mckelway_madeline_02,Esther Duflo),Madeline McKelway,5,0.742857,false
duflo_esther_01,ogbunwobodo_lucy_01,Esther Duflo),Lucy Ogbu-Nwobodo,5,0.335965,false
duflo_esther_01,stanford_fatimacody_01,Esther Duflo),Fatima Cody Stanford,5,0.335965,false
duflo_esther_01,vaidyanathan_girija_01,Esther Duflo),Girija Vaidyanathan),5,0.785714,false
duflo_esther_01,vautrey_pierreluc_01,Esther Duflo),Pierre-Luc Vautrey),5,0.335965,false
dynarski_susanm_02,walters_christopherr_01,Susan M. Dynarski,Christopher R. Walters,5,1.166667,false
eichmeyer_sarah_01,ogbunwobodo_lucy_01,Sarah Eichmeyer,Lucy Ogbu-Nwobodo,5,0.335965,false
eichmeyer_sarah_01,stanford_fatimacody_01,Sarah Eichmeyer,Fatima Cody Stanford,5,0.335965,false
eichmeyer_sarah_01,vautrey_pierreluc_01,Sarah Eichmeyer,Pierre-Luc Vautrey),5,0.335965,false
elliott_kimberlyann_02,freeman_richardb_01,Kimberly Ann Elliott,Richard B. Freeman,5,5.000000,false
farhi_emmanuel_01,gopinath_gita_01,Emmanuel Farhi,Gita Gopinath,5,1.833333,false
fernandezval_ivan_01,melly_blaise_01,Iván Fernández-Val,Blaise Melly,5,2.166667,false
freeman_richardb_01,ichniowski_casey_01,Richard B. Freeman,Casey Ichniowski,5,2.833333,false
friedman_benjaminm_01,roley_vance_01,Benjamin M.Friedman,Vance Roley,5,5.000000,false
gabaix_xavier_01,yogo_motohiro_01,Xavier Gabaix,Motohiro Yogo,5,1.500000,false
gennaioli_nicola_01,vishny_robert_01,Nicola Gennaioli,Robert Vishny,5,2.500000,false
ghosh_kaushik_01,messer_kassandral_01,Kaushik Ghosh,Kassandra L. Messer,5,0.802778,false
gibbons_robert_01,katz_lawrencef_01,Robert Gibbons,Lawrence F. Katz,5,3.666667,true
gibbons_robert_01,roberts_j_01,Robert Gibbons,J. Roberts,5,4.500000,false
glaeser_edwardl_01,kahn_matthew_03,Edward L. Glaeser,Matthew Kahn,5,4.500000,false
glaeser_edwardl_01,tobio_kristina_01,Edward L. Glaeser,Kristina Tobio,5,2.833333,false
glaeser_edwardl_01,vigdor_jacob_02,Edward L. Glaeser,Jacob Vigdor,5,2.500000,false
goldin_claudia_01,kerr_saripekkala_01,Claudia Goldin,Sari Pekkala Kerr,5,2.333333,false
gonczarowski_yannaia_01,moses_yoram_01,Yannai A. Gonczarowski,Yoram Moses,5,3.500000,false
gonczarowski_yannaia_01,nisan_noam_01,Yannai A. Gonczarowski,Noam Nisan,5,3.166667,false
gonczarowski_yannaia_01,thomas_clayton_01,Yannai A. Gonczarowski,Clayton Thomas,5,3.333333,false
green_jerry_04,stokey_nancy_01,Jerry Green,Nancy Stokey,5,5.000000,false
greenwood_robin_01,hanson_samuelg_02,Robin Greenwood,Samuel G. Hanson,5,2.000000,false
